source,player,player_normalized,sport,league,stat,line,overOdds,underOdds,book,eventId,team,opponent
SGO,MAX_CHRISTIE_1_NBA,max christie,NBA,NBA,rebounds_assists,5.5,-138,108,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,DANIEL_GAFFORD_1_NBA,daniel gafford,NBA,NBA,rebounds,7.5,108,-138,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,KHRIS_MIDDLETON_1_NBA,khris middleton,NBA,NBA,rebounds,3.5,-154,120,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,MAX_CHRISTIE_1_NBA,max christie,NBA,NBA,rebounds,3.5,-102,-125,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,KHRIS_MIDDLETON_1_NBA,khris middleton,NBA,NBA,threes,1.5,122,-156,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,KLAY_THOMPSON_1_NBA,klay thompson,NBA,NBA,threes,2.5,-166,130,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,MAX_CHRISTIE_1_NBA,max christie,NBA,NBA,threes,2.5,-104,-122,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,LUGUENTZ_DORT_1_NBA,luguentz dort,NBA,NBA,assists,1.5,112,-147,draftkings,vHHBNP9nrxh9APOIDKVg,,
SGO,CHET_HOLMGREN_1_NBA,chet holmgren,NBA,NBA,blocks,1.5,-130,-102,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,DANIEL_GAFFORD_1_NBA,daniel gafford,NBA,NBA,blocks,1.5,126,-168,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,DANIEL_GAFFORD_1_NBA,daniel gafford,NBA,NBA,rebounds_assists,8.5,-105,-130,betmgm,vHHBNP9nrxh9APOIDKVg,,
SGO,CASON_WALLACE_1_NBA,cason wallace,NBA,NBA,steals,1.5,-114,-114,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,SHAI_GILGEOUSALEXANDER_1_NBA,shai gilgeousalexander,NBA,NBA,steals,1.5,138,-186,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,KLAY_THOMPSON_1_NBA,klay thompson,NBA,NBA,points_rebounds,15.5,-108,-118,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,LUGUENTZ_DORT_1_NBA,luguentz dort,NBA,NBA,points_assists,10.5,-119,-111,draftkings,vHHBNP9nrxh9APOIDKVg,,
SGO,LUGUENTZ_DORT_1_NBA,luguentz dort,NBA,NBA,rebounds_assists,4.5,-159,121,draftkings,vHHBNP9nrxh9APOIDKVg,,
SGO,BRANDON_WILLIAMS_1_NBA,brandon williams,NBA,NBA,assists,4.5,-115,-111,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,BRANDON_WILLIAMS_1_NBA,brandon williams,NBA,NBA,points,17.5,-104,-122,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,BRANDON_WILLIAMS_1_NBA,brandon williams,NBA,NBA,rebounds,3.5,102,-130,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,BRANDON_WILLIAMS_1_NBA,brandon williams,NBA,NBA,threes,1.5,200,-265,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,BRANDON_WILLIAMS_1_NBA,brandon williams,NBA,NBA,points_assists,22.5,-104,-128,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,BRANDON_WILLIAMS_1_NBA,brandon williams,NBA,NBA,points_rebounds,20.5,-118,-108,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,BRANDON_WILLIAMS_1_NBA,brandon williams,NBA,NBA,rebounds_assists,8.5,108,-138,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,CALEB_MARTIN_1_NBA,caleb martin,NBA,NBA,assists,2.5,-104,-127,draftkings,vHHBNP9nrxh9APOIDKVg,,
SGO,CALEB_MARTIN_1_NBA,caleb martin,NBA,NBA,blocks,0.5,155,-220,betmgm,vHHBNP9nrxh9APOIDKVg,,
SGO,CALEB_MARTIN_1_NBA,caleb martin,NBA,NBA,points_assists,9.5,-125,-106,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,CALEB_MARTIN_1_NBA,caleb martin,NBA,NBA,points_rebounds,11.5,104,-138,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,CALEB_MARTIN_1_NBA,caleb martin,NBA,NBA,points,6.5,-128,100,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,CALEB_MARTIN_1_NBA,caleb martin,NBA,NBA,rebounds,3.5,-162,126,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,CALEB_MARTIN_1_NBA,caleb martin,NBA,NBA,threes,0.5,-130,102,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,AJ_JOHNSON_1_NBA,aj johnson,NBA,NBA,assists,2.5,-106,-120,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,AJ_JOHNSON_1_NBA,aj johnson,NBA,NBA,points,10.5,-115,-111,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,AJ_JOHNSON_1_NBA,aj johnson,NBA,NBA,rebounds,3.5,124,-160,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,AJ_JOHNSON_1_NBA,aj johnson,NBA,NBA,threes,1.5,123,-162,draftkings,vHHBNP9nrxh9APOIDKVg,,
SGO,AJ_JOHNSON_1_NBA,aj johnson,NBA,NBA,points_assists,13.5,-110,-120,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,AJ_JOHNSON_1_NBA,aj johnson,NBA,NBA,rebounds_assists,5.5,-132,104,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,JAYLIN_WILLIAMS_1_NBA,jaylin williams,NBA,NBA,points_assists,9.5,-108,-122,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,JAYLIN_WILLIAMS_1_NBA,jaylin williams,NBA,NBA,points_rebounds,11.5,-120,-110,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,JAYLIN_WILLIAMS_1_NBA,jaylin williams,NBA,NBA,assists,2.5,100,-128,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,JAYLIN_WILLIAMS_1_NBA,jaylin williams,NBA,NBA,points,6.5,-122,-104,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,JAYLIN_WILLIAMS_1_NBA,jaylin williams,NBA,NBA,rebounds_assists,7.5,100,-128,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,JAYLIN_WILLIAMS_1_NBA,jaylin williams,NBA,NBA,rebounds,4.5,-122,-104,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,ALEX_CARUSO_1_NBA,alex caruso,NBA,NBA,points,5.5,-118,-108,fanduel,vHHBNP9nrxh9APOIDKVg,,
SGO,JAYLIN_WILLIAMS_1_NBA,jaylin williams,NBA,NBA,threes,1.5,150,-210,betmgm,vHHBNP9nrxh9APOIDKVg,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,assists,4.5,-142,112,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,points_assists,33.5,-112,-118,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,points_rebounds,35.5,-104,-122,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,points,28.5,-108,-118,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,rebounds_assists,11.5,-111,-115,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,rebounds,6.5,-113,-113,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,threes,2.5,118,-150,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JOHN_COLLINS_1_NBA,john collins,NBA,NBA,points_rebounds,20.5,-102,-125,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JOHN_COLLINS_1_NBA,john collins,NBA,NBA,points,13.5,-128,100,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JOHN_COLLINS_1_NBA,john collins,NBA,NBA,rebounds,6.5,122,-156,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JOHN_COLLINS_1_NBA,john collins,NBA,NBA,threes,1.5,138,-178,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,assists,5.5,102,-130,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,points_rebounds,12.5,-136,102,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,points,8.5,-106,-120,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,rebounds_assists,9.5,102,-130,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,rebounds,3.5,-146,114,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,threes,1.5,176,-235,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,points_assists,13.5,-132,100,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BROOK_LOPEZ_1_NBA,brook lopez,NBA,NBA,points_rebounds,14.5,100,-128,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BROOK_LOPEZ_1_NBA,brook lopez,NBA,NBA,points,9.5,-120,-106,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BROOK_LOPEZ_1_NBA,brook lopez,NBA,NBA,rebounds,4.5,110,-140,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BROOK_LOPEZ_1_NBA,brook lopez,NBA,NBA,threes,1.5,-128,100,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BENNEDICT_MATHURIN_1_NBA,bennedict mathurin,NBA,NBA,assists,3.5,142,-184,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BENNEDICT_MATHURIN_1_NBA,bennedict mathurin,NBA,NBA,points_assists,22.5,-108,-122,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BENNEDICT_MATHURIN_1_NBA,bennedict mathurin,NBA,NBA,points_rebounds,24.5,100,-128,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BENNEDICT_MATHURIN_1_NBA,bennedict mathurin,NBA,NBA,points,19.5,-102,-125,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BENNEDICT_MATHURIN_1_NBA,bennedict mathurin,NBA,NBA,rebounds_assists,7.5,-138,108,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BENNEDICT_MATHURIN_1_NBA,bennedict mathurin,NBA,NBA,rebounds,4.5,-130,102,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BENNEDICT_MATHURIN_1_NBA,bennedict mathurin,NBA,NBA,threes,1.5,102,-130,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEJOUNTE_MURRAY_1_NBA,dejounte murray,NBA,NBA,assists,5.5,130,-166,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEJOUNTE_MURRAY_1_NBA,dejounte murray,NBA,NBA,points_assists,18.5,-122,-110,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEJOUNTE_MURRAY_1_NBA,dejounte murray,NBA,NBA,points_rebounds,17.5,-125,-102,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEJOUNTE_MURRAY_1_NBA,dejounte murray,NBA,NBA,points,13.5,-108,-118,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEJOUNTE_MURRAY_1_NBA,dejounte murray,NBA,NBA,rebounds_assists,9.5,-102,-125,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEJOUNTE_MURRAY_1_NBA,dejounte murray,NBA,NBA,rebounds,4.5,110,-140,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEJOUNTE_MURRAY_1_NBA,dejounte murray,NBA,NBA,threes,1.5,112,-142,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,assists,2.5,-125,-102,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,SADDIQ_BEY_1_NBA,saddiq bey,NBA,NBA,assists,2.5,100,-128,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,SADDIQ_BEY_1_NBA,saddiq bey,NBA,NBA,points_assists,20.5,-104,-128,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,points_rebounds,11.5,-125,-102,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,SADDIQ_BEY_1_NBA,saddiq bey,NBA,NBA,points_rebounds,22.5,-113,-113,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,points,8.5,-113,-113,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,SADDIQ_BEY_1_NBA,saddiq bey,NBA,NBA,points,17.5,-113,-113,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,rebounds_assists,5.5,-140,110,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,SADDIQ_BEY_1_NBA,saddiq bey,NBA,NBA,rebounds_assists,7.5,-111,-115,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,rebounds,3.5,130,-166,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,SADDIQ_BEY_1_NBA,saddiq bey,NBA,NBA,rebounds,4.5,-148,116,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,threes,1.5,120,-154,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,SADDIQ_BEY_1_NBA,saddiq bey,NBA,NBA,threes,2.5,162,-210,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,points_assists,11.5,-108,-122,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEANDRE_JORDAN_1_NBA,deandre jordan,NBA,NBA,points_rebounds,9.5,100,-128,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEANDRE_JORDAN_1_NBA,deandre jordan,NBA,NBA,points,3.5,-132,100,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DEANDRE_JORDAN_1_NBA,deandre jordan,NBA,NBA,rebounds,5.5,102,-130,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JEREMIAH_FEARS_1_NBA,jeremiah fears,NBA,NBA,assists,3.5,108,-136,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JEREMIAH_FEARS_1_NBA,jeremiah fears,NBA,NBA,points_rebounds,16.5,-104,-122,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JEREMIAH_FEARS_1_NBA,jeremiah fears,NBA,NBA,points,12.5,-113,-113,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JEREMIAH_FEARS_1_NBA,jeremiah fears,NBA,NBA,rebounds_assists,6.5,-142,112,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JEREMIAH_FEARS_1_NBA,jeremiah fears,NBA,NBA,rebounds,3.5,-108,-118,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JEREMIAH_FEARS_1_NBA,jeremiah fears,NBA,NBA,threes,1.5,180,-235,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JEREMIAH_FEARS_1_NBA,jeremiah fears,NBA,NBA,points_assists,16.5,-102,-130,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERIK_QUEEN_1_NBA,derik queen,NBA,NBA,assists,3.5,136,-174,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERIK_QUEEN_1_NBA,derik queen,NBA,NBA,points_assists,12.5,-104,-128,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERIK_QUEEN_1_NBA,derik queen,NBA,NBA,points_rebounds,14.5,-118,-108,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERIK_QUEEN_1_NBA,derik queen,NBA,NBA,points,9.5,108,-136,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERIK_QUEEN_1_NBA,derik queen,NBA,NBA,rebounds_assists,8.5,-128,100,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERIK_QUEEN_1_NBA,derik queen,NBA,NBA,rebounds,5.5,-115,-111,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BROOK_LOPEZ_1_NBA,brook lopez,NBA,NBA,blocks,1.5,108,-144,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JOHN_COLLINS_1_NBA,john collins,NBA,NBA,blocks,0.5,-118,-118,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,blocks,0.5,150,-210,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,blocks,0.5,333,-550,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,JOHN_COLLINS_1_NBA,john collins,NBA,NBA,points_assists,15.5,-125,-105,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,JOHN_COLLINS_1_NBA,john collins,NBA,NBA,rebounds_assists,7.5,-105,-125,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,KAWHI_LEONARD_1_NBA,kawhi leonard,NBA,NBA,steals,1.5,-166,124,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,KRIS_DUNN_1_NBA,kris dunn,NBA,NBA,steals,1.5,-122,-108,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,BROOK_LOPEZ_1_NBA,brook lopez,NBA,NBA,points_assists,11.5,-125,-105,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,DEANDRE_JORDAN_1_NBA,deandre jordan,NBA,NBA,blocks,0.5,160,-225,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,DEJOUNTE_MURRAY_1_NBA,dejounte murray,NBA,NBA,blocks,0.5,340,-600,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,DERIK_QUEEN_1_NBA,derik queen,NBA,NBA,blocks,0.5,-245,178,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,SADDIQ_BEY_1_NBA,saddiq bey,NBA,NBA,blocks,0.5,450,-900,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,DERRICK_JONES_JR_1_NBA,derrick jones jr,NBA,NBA,assists,1.5,-110,-119,draftkings,ZMjefvwX08itoqRXkR22,,
SGO,DERRICK_JONES_JR_1_NBA,derrick jones jr,NBA,NBA,points_rebounds,15.5,-102,-128,draftkings,ZMjefvwX08itoqRXkR22,,
SGO,DERRICK_JONES_JR_1_NBA,derrick jones jr,NBA,NBA,points,11.5,-120,-108,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERRICK_JONES_JR_1_NBA,derrick jones jr,NBA,NBA,rebounds,3.5,124,-160,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERRICK_JONES_JR_1_NBA,derrick jones jr,NBA,NBA,threes,1.5,164,-215,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,DERRICK_JONES_JR_1_NBA,derrick jones jr,NBA,NBA,points_assists,13.5,-106,-124,draftkings,ZMjefvwX08itoqRXkR22,,
SGO,DEANDRE_JORDAN_1_NBA,deandre jordan,NBA,NBA,rebounds_assists,5.5,-118,-110,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,DEANDRE_JORDAN_1_NBA,deandre jordan,NBA,NBA,points_assists,3.5,-105,-125,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,DERRICK_JONES_JR_1_NBA,derrick jones jr,NBA,NBA,rebounds_assists,4.5,-158,119,draftkings,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,blocks,0.5,170,-250,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,HERBERT_JONES_1_NBA,herbert jones,NBA,NBA,steals,1.5,100,-132,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JEREMIAH_FEARS_1_NBA,jeremiah fears,NBA,NBA,steals,1.5,148,-200,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,TREY_MURPHY_III_1_NBA,trey murphy iii,NBA,NBA,points_assists,21.5,-122,-108,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,ZION_WILLIAMSON_1_NBA,zion williamson,NBA,NBA,points_assists,21.5,-125,-106,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,TREY_MURPHY_III_1_NBA,trey murphy iii,NBA,NBA,points_rebounds,22.5,-108,-118,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,ZION_WILLIAMSON_1_NBA,zion williamson,NBA,NBA,points_rebounds,24.5,-104,-128,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,TREY_MURPHY_III_1_NBA,trey murphy iii,NBA,NBA,points,18.5,-111,-115,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,TREY_MURPHY_III_1_NBA,trey murphy iii,NBA,NBA,rebounds,3.5,-132,104,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,TREY_MURPHY_III_1_NBA,trey murphy iii,NBA,NBA,assists,3.5,120,-154,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,ZION_WILLIAMSON_1_NBA,zion williamson,NBA,NBA,assists,2.5,-154,120,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,ZION_WILLIAMSON_1_NBA,zion williamson,NBA,NBA,blocks,0.5,125,-175,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,ZION_WILLIAMSON_1_NBA,zion williamson,NBA,NBA,points,19.5,106,-136,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,ZION_WILLIAMSON_1_NBA,zion williamson,NBA,NBA,rebounds_assists,8.5,114,-142,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,ZION_WILLIAMSON_1_NBA,zion williamson,NBA,NBA,rebounds,5.5,122,-154,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,TREY_MURPHY_III_1_NBA,trey murphy iii,NBA,NBA,threes,2.5,-136,106,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,TREY_MURPHY_III_1_NBA,trey murphy iii,NBA,NBA,blocks,0.5,240,-350,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,TREY_MURPHY_III_1_NBA,trey murphy iii,NBA,NBA,rebounds_assists,7.5,116,-148,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,JORDAN_MILLER_1_NBA,jordan miller,NBA,NBA,points,8.5,-118,-110,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,JORDAN_MILLER_1_NBA,jordan miller,NBA,NBA,rebounds,2.5,-110,-118,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,JORDAN_MILLER_1_NBA,jordan miller,NBA,NBA,threes,0.5,105,-140,betmgm,ZMjefvwX08itoqRXkR22,,
SGO,YANIC_KONAN_NIEDERHAUSER_1_NBA,yanic konan niederhauser,NBA,NBA,points_rebounds,10.5,-130,102,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,YANIC_KONAN_NIEDERHAUSER_1_NBA,yanic konan niederhauser,NBA,NBA,points,5.5,-125,-102,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,YANIC_KONAN_NIEDERHAUSER_1_NBA,yanic konan niederhauser,NBA,NBA,rebounds,4.5,-130,102,fanduel,ZMjefvwX08itoqRXkR22,,
SGO,LEBRON_JAMES_1_NBA,lebron james,NBA,NBA,assists,6.5,-132,104,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LEBRON_JAMES_1_NBA,lebron james,NBA,NBA,points_assists,27.5,-106,-125,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LEBRON_JAMES_1_NBA,lebron james,NBA,NBA,points_rebounds,25.5,-122,-104,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LEBRON_JAMES_1_NBA,lebron james,NBA,NBA,points,20.5,-102,-125,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LEBRON_JAMES_1_NBA,lebron james,NBA,NBA,rebounds_assists,12.5,-111,-115,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LEBRON_JAMES_1_NBA,lebron james,NBA,NBA,rebounds,5.5,-111,-115,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LEBRON_JAMES_1_NBA,lebron james,NBA,NBA,threes,1.5,-102,-125,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LUKA_DONCIC_1_NBA,luka doncic,NBA,NBA,assists,8.5,-113,-113,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LUKA_DONCIC_1_NBA,luka doncic,NBA,NBA,points_rebounds,40.5,-111,-115,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LUKA_DONCIC_1_NBA,luka doncic,NBA,NBA,points,32.5,-111,-115,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LUKA_DONCIC_1_NBA,luka doncic,NBA,NBA,rebounds_assists,16.5,-113,-113,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LUKA_DONCIC_1_NBA,luka doncic,NBA,NBA,rebounds,7.5,-125,-102,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LUKA_DONCIC_1_NBA,luka doncic,NBA,NBA,threes,3.5,-104,-122,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,LUKA_DONCIC_1_NBA,luka doncic,NBA,NBA,points_assists,41.5,-108,-122,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,AUSTIN_REAVES_1_NBA,austin reaves,NBA,NBA,assists,4.5,110,-140,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,AUSTIN_REAVES_1_NBA,austin reaves,NBA,NBA,points_assists,25.5,-114,-114,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,AUSTIN_REAVES_1_NBA,austin reaves,NBA,NBA,points_rebounds,25.5,-113,-113,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,DEANDRE_AYTON_1_NBA,deandre ayton,NBA,NBA,points_rebounds,18.5,-102,-125,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,AUSTIN_REAVES_1_NBA,austin reaves,NBA,NBA,points,21.5,100,-128,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,DEANDRE_AYTON_1_NBA,deandre ayton,NBA,NBA,points,10.5,-111,-115,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,AUSTIN_REAVES_1_NBA,austin reaves,NBA,NBA,rebounds_assists,8.5,-130,102,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,AUSTIN_REAVES_1_NBA,austin reaves,NBA,NBA,rebounds,4.5,100,-128,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,DEANDRE_AYTON_1_NBA,deandre ayton,NBA,NBA,rebounds,7.5,-113,-113,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,AUSTIN_REAVES_1_NBA,austin reaves,NBA,NBA,threes,2.5,124,-158,fanduel,w8x0WIpMpjhJaRjbP0H3,,
SGO,MARCUS_SMART_1_NBA,marcus smart,NBA,NBA,assists,2.5,113,-150,draftkings,w8x0WIpMpjhJaRjbP0H3,,
