site,player,stat,line,sport,matched,reason,bestOddsLine,bestOddsPlayerNorm,matchType,altDelta
underdog,Kevin Durant,points,25.5,NBA,Y,ok,25.5,kevin durant,main,0.00
underdog,Kevin Durant,points,36.5,NBA,N,line_diff,25.5,kevin durant,,
underdog,Kevin Durant,rebounds,5.5,NBA,Y,ok,5.5,kevin durant,main,0.00
underdog,Kevin Durant,assists,4.5,NBA,Y,ok,4.5,kevin durant,main,0.00
underdog,Kevin Durant,points,9.5,NBA,N,line_diff,25.5,kevin durant,,
underdog,Kevin Durant,points,30.5,NBA,N,line_diff,25.5,kevin durant,,
underdog,Kevin Durant,points,29.5,NBA,N,line_diff,25.5,kevin durant,,
underdog,Kevin Durant,points,6.5,NBA,N,line_diff,25.5,kevin durant,,
underdog,Kevin Durant,points,18.5,NBA,N,line_diff,25.5,kevin durant,,
underdog,Kevin Durant,points,6.5,NBA,N,line_diff,25.5,kevin durant,,
underdog,Alperen Sengun,points,19.5,NBA,Y,ok,19.5,alperen sengun,main,0.00
underdog,Alperen Sengun,points,34.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,rebounds,9.5,NBA,Y,ok,9.5,alperen sengun,main,0.00
underdog,Alperen Sengun,assists,5.5,NBA,Y,ok,5.5,alperen sengun,main,0.00
underdog,Alperen Sengun,points,15.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,28.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,24.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,points,4.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Alperen Sengun,steals,1.5,NBA,N,no_candidate,,,,
underdog,Alperen Sengun,points,14.5,NBA,N,line_diff,19.5,alperen sengun,,
underdog,Reed Sheppard,points,15.5,NBA,Y,ok,15.5,reed sheppard,main,0.00
underdog,Reed Sheppard,points,24.5,NBA,N,line_diff,15.5,reed sheppard,,
underdog,Reed Sheppard,rebounds,3.5,NBA,Y,ok,3.5,reed sheppard,main,0.00
underdog,Reed Sheppard,assists,4.5,NBA,Y,ok,4.5,reed sheppard,main,0.00
underdog,Reed Sheppard,points,7.5,NBA,N,line_diff,15.5,reed sheppard,,
underdog,Reed Sheppard,points,19.5,NBA,N,line_diff,15.5,reed sheppard,,
underdog,Reed Sheppard,points,19.5,NBA,N,line_diff,15.5,reed sheppard,,
underdog,Reed Sheppard,points,4.5,NBA,N,line_diff,15.5,reed sheppard,,
