site,player,stat,line,sport,matched,reason,bestOddsLine,bestOddsPlayerNorm,matchType,altDelta
prizepicks,Kawhi Leonard,points,27,NBA,Y,ok,26.5,kawhi leonard,main,0.00
prizepicks,Alperen Sengun,pra,35.5,NBA,Y,ok,35,alperen sengun,main,0.00
prizepicks,Kevin Durant,pra,33.5,NBA,Y,ok,34,kevin durant,main,0.00
prizepicks,Alperen Sengun,points_rebounds,29.5,NBA,Y,ok,29.5,alperen sengun,main,0.00
prizepicks,Amen Thompson,pra,29.5,NBA,Y,ok,29,amen thompson,main,0.00
prizepicks,Kevin Durant,points_rebounds,29,NBA,Y,ok,28.5,kevin durant,main,0.00
prizepicks,Kevin Durant,points_assists,28.5,NBA,Y,ok,28.5,kevin durant,main,0.00
prizepicks,Tre Johnson + Amen Thompson,points,28.5,NBA,N,no_candidate,,,,
prizepicks,Tre Johnson + Reed Sheppard,points,28,NBA,N,no_candidate,,,,
prizepicks,Alperen Sengun,points_assists,25.5,NBA,Y,ok,25.5,alperen sengun,main,0.00
prizepicks,Amen Thompson,points_rebounds,25,NBA,Y,ok,24.5,amen thompson,main,0.00
prizepicks,Reed Sheppard,pra,24.5,NBA,Y,ok,25,reed sheppard,main,0.00
prizepicks,Kevin Durant,points,23.5,NBA,Y,ok,23.5,kevin durant,main,0.00
prizepicks,Tari Eason,pra,23.5,NBA,Y,ok,24,tari eason,main,0.00
prizepicks,Amen Thompson,points_assists,21.5,NBA,Y,ok,21.5,amen thompson,main,0.00
prizepicks,Tari Eason,points_rebounds,21.5,NBA,Y,ok,21.5,tari eason,main,0.00
prizepicks,Reed Sheppard,points_assists,20.5,NBA,N,line_diff,21.5,reed sheppard,,
prizepicks,Reed Sheppard,points_rebounds,20.5,NBA,Y,ok,20.5,reed sheppard,main,0.00
prizepicks,Will Riley,pra,20.5,NBA,N,no_candidate,,,,
prizepicks,Alperen Sengun,points,19.5,NBA,Y,ok,19.5,alperen sengun,main,0.00
prizepicks,Julian Reese,pra,18.5,NBA,N,no_candidate,,,,
prizepicks,Kyshawn George,pra,17.5,NBA,Y,ok,17,kyshawn george,main,0.00
prizepicks,Will Riley,points_rebounds,17.5,NBA,N,no_candidate,,,,
prizepicks,Amen Thompson,points,16.5,NBA,Y,ok,16.5,amen thompson,main,0.00
prizepicks,Bub Carrington,pra,16.5,NBA,Y,ok,16,bub carrington,main,0.00
prizepicks,Reed Sheppard,points,16.5,NBA,Y,ok,16.5,reed sheppard,main,0.00
prizepicks,Justin Champagnie,pra,16.5,NBA,N,no_candidate,,,,
prizepicks,Alperen Sengun,rebounds_assists,16,NBA,Y,ok,15.5,alperen sengun,main,0.00
prizepicks,Tari Eason,points_assists,16,NBA,Y,ok,16.5,tari eason,main,0.00
prizepicks,Justin Champagnie,points_rebounds,15.5,NBA,N,no_candidate,,,,
prizepicks,Will Riley,points_assists,15.5,NBA,N,no_candidate,,,,
prizepicks,Bilal Coulibaly,pra,15,NBA,N,no_candidate,,,,
prizepicks,Tre Johnson,pra,15,NBA,N,no_candidate,,,,
prizepicks,Tari Eason,points,14.5,NBA,N,line_diff,13.5,tari eason,,
prizepicks,Kyshawn George,points_rebounds,14,NBA,Y,ok,14.5,kyshawn george,main,0.00
prizepicks,Kyshawn George,points_assists,13.5,NBA,Y,ok,13.5,kyshawn george,main,0.00
prizepicks,Tre Johnson,points_rebounds,13.5,NBA,Y,ok,13.5,tre johnson,main,0.00
prizepicks,Tre Johnson,points_assists,13.5,NBA,Y,ok,13.5,tre johnson,main,0.00
prizepicks,Will Riley,points,13.5,NBA,N,no_candidate,,,,
prizepicks,Bilal Coulibaly,points_rebounds,13,NBA,Y,ok,13.5,bilal coulibaly,main,0.00
prizepicks,Amen Thompson,rebounds_assists,13,NBA,Y,ok,13.5,amen thompson,main,0.00
prizepicks,Bub Carrington,points_assists,12.5,NBA,Y,ok,12.5,bub carrington,main,0.00
prizepicks,Bilal Coulibaly,points_assists,12,NBA,N,no_candidate,,,,
prizepicks,Bub Carrington,points_rebounds,12,NBA,Y,ok,11.5,bub carrington,main,0.00
prizepicks,Clint Capela,pra,11.5,NBA,N,no_candidate,,,,
prizepicks,Clint Capela,points_rebounds,11,NBA,Y,ok,10.5,clint capela,main,0.00
prizepicks,Tre Johnson,points,11,NBA,Y,ok,11.5,tre johnson,main,0.00
prizepicks,Bilal Coulibaly,points,10,NBA,Y,ok,9.5,bilal coulibaly,main,0.00
prizepicks,Bub Carrington + Alperen Sengun,assists,10,NBA,N,no_candidate,,,,
prizepicks,Alperen Sengun,rebounds,9.5,NBA,Y,ok,9.5,alperen sengun,main,0.00
prizepicks,Kevin Durant,rebounds_assists,9.5,NBA,Y,ok,9.5,kevin durant,main,0.00
prizepicks,Bub Carrington + Amen Thompson,assists,9.5,NBA,N,no_candidate,,,,
prizepicks,Julian Reese,points,9.5,NBA,N,no_candidate,,,,
prizepicks,Justin Champagnie,points,9.5,NBA,N,no_candidate,,,,
prizepicks,Dorian Finney-Smith,pra,9,NBA,N,no_candidate,,,,
prizepicks,Josh Okogie,pra,9,NBA,N,no_candidate,,,,
prizepicks,Bub Carrington,points,8.5,NBA,Y,ok,8.5,bub carrington,main,0.00
prizepicks,Bub Carrington + Kevin Durant,assists,8.5,NBA,N,no_candidate,,,,
prizepicks,Amen Thompson,rebounds,8,NBA,Y,ok,7.5,amen thompson,main,0.00
prizepicks,Tari Eason,rebounds,7.5,NBA,Y,ok,7.5,tari eason,main,0.00
prizepicks,Julian Reese,rebounds,6.5,NBA,N,no_candidate,,,,
prizepicks,Justin Champagnie,rebounds_assists,6.5,NBA,N,no_candidate,,,,
prizepicks,Alperen Sengun,assists,6,NBA,Y,ok,5.5,alperen sengun,main,0.00
prizepicks,Clint Capela,rebounds,5.5,NBA,Y,ok,5.5,clint capela,main,0.00
prizepicks,Dorian Finney-Smith,points,5.5,NBA,N,no_candidate,,,,
prizepicks,Justin Champagnie,rebounds,5.5,NBA,N,no_candidate,,,,
prizepicks,Amen Thompson,assists,5,NBA,Y,ok,5.5,amen thompson,main,0.00
prizepicks,Josh Okogie,points,5,NBA,N,no_candidate,,,,
prizepicks,Kevin Durant,assists,4.5,NBA,Y,ok,4.5,kevin durant,main,0.00
prizepicks,Tre Johnson + Reed Sheppard,threes,4.5,NBA,N,no_candidate,,,,
prizepicks,Tre Johnson + Kevin Durant,threes,4,NBA,N,no_candidate,,,,
prizepicks,Reed Sheppard,assists,4,NBA,Y,ok,3.5,reed sheppard,main,0.00
prizepicks,Bub Carrington,assists,4,NBA,Y,ok,4.5,bub carrington,main,0.00
prizepicks,Dorian Finney-Smith,rebounds_assists,3.5,NBA,N,no_candidate,,,,
prizepicks,Tre Johnson,rebounds_assists,3.5,NBA,Y,ok,3.5,tre johnson,main,0.00
prizepicks,Bub Carrington,threes,1.5,NBA,Y,ok,1.5,bub carrington,main,0.00
prizepicks,Tari Eason,steals,1.5,NBA,N,no_candidate,,,,
prizepicks,Kyshawn George,steals,0.5,NBA,N,no_candidate,,,,
prizepicks,Tre Johnson,steals,0.5,NBA,N,no_candidate,,,,
prizepicks,Kevin Porter + Payton Pritchard,points,36.5,NBA,N,no_candidate,,,,
prizepicks,Ryan Rollins + Payton Pritchard,points,36,NBA,N,no_candidate,,,,
prizepicks,Kevin Porter + Derrick White,points,35.5,NBA,N,no_candidate,,,,
prizepicks,Ryan Rollins + Derrick White,points,35.5,NBA,N,no_candidate,,,,
prizepicks,Derrick White,pra,32.5,NBA,Y,ok,33,derrick white,main,0.00
prizepicks,Payton Pritchard,pra,32.5,NBA,N,line_diff,31,payton pritchard,,
prizepicks,Giannis Antetokounmpo,pra,32.5,NBA,Y,ok,32,giannis antetokounmpo,main,0.00
prizepicks,Giannis Antetokounmpo,points_rebounds,28.5,NBA,N,line_diff,27.5,giannis antetokounmpo,,
prizepicks,Derrick White,points_assists,27.5,NBA,N,line_diff,28.5,derrick white,,
prizepicks,Payton Pritchard,points_assists,27.5,NBA,Y,ok,27.5,payton pritchard,main,0.00
prizepicks,Nikola Vučević,pra,27,NBA,N,line_diff,26,nikola vucevic,,
prizepicks,Kevin Porter,pra,26.5,NBA,Y,ok,26,kevin porter,main,0.00
prizepicks,Derrick White,points_rebounds,25.5,NBA,Y,ok,25.5,derrick white,main,0.00
prizepicks,Payton Pritchard,points_rebounds,25.5,NBA,Y,ok,25.5,payton pritchard,main,0.00
prizepicks,Giannis Antetokounmpo,points_assists,24.5,NBA,Y,ok,24.5,giannis antetokounmpo,main,0.00
prizepicks,Ryan Rollins,pra,24,NBA,N,line_diff,23,ryan rollins,,
prizepicks,Nikola Vučević,points_rebounds,24,NBA,Y,ok,24.5,nikola vucevic,main,0.00
prizepicks,Kevin Porter,points_assists,21.5,NBA,Y,ok,21.5,kevin porter,main,0.00
prizepicks,Derrick White,points,21,NBA,Y,ok,20.5,derrick white,main,0.00
prizepicks,Payton Pritchard,points,21,NBA,Y,ok,20.5,payton pritchard,main,0.00
