Sport,id,player,team,opponent,stat,line,league,book,overOdds,underOdds,trueProb,edge,legEv,runTimestamp,gameTime,IsWithin24h,leg_key,leg_label,confidenceDelta,lineMovDir,scoringWeight
NBA,prizepicks-10597636-points-19.5,Jalen Brunson,NYK,GSW,points,19.5,NBA,FanDuel,-350,240,0.7151097560975611,0.2151097560975611,0.2151097560975611,2026-03-15T20:05:55 ET,2026-03-15T20:10:00.000-04:00,TRUE,prizepicks:jalen brunson:points:19.5:over:game,Jalen Brunson - Points - 19.5,,,0.95
NBA,prizepicks-10605847-points-13.5,Nique Clifford,SAC,UTA,points,13.5,NBA,FanDuel,-290,205,0.7044976461357395,0.2044976461357395,0.2044976461357395,2026-03-15T20:05:55 ET,2026-03-15T22:10:00.000-04:00,TRUE,prizepicks:nique clifford:points:13.5:over:game,Nique Clifford - Points - 13.5,,,0.95
NBA,prizepicks-10597059-points-8.5,Quinten Post,GSW,NYK,points,8.5,NBA,FanDuel,-310,220,0.6790606276747504,0.1790606276747504,0.1790606276747504,2026-03-15T20:05:55 ET,2026-03-15T20:10:00.000-04:00,TRUE,prizepicks:quinten post:points:8.5:over:game,Quinten Post - Points - 8.5,,,0.95
NBA,prizepicks-10614200-points-8.5,Doug McDermott,SAC,UTA,points,8.5,NBA,FanDuel,-240,174,0.6696820368885326,0.16968203688853256,0.16968203688853256,2026-03-15T20:05:55 ET,2026-03-15T22:10:00.000-04:00,TRUE,prizepicks:doug mcdermott:points:8.5:over:game,Doug McDermott - Points - 8.5,,,0.95
NBA,prizepicks-10605716-points-6.5,Gary Payton,GSW,NYK,points,6.5,NBA,FanDuel,-290,205,0.6654976461357396,0.16549764613573958,0.16549764613573958,2026-03-15T20:05:55 ET,2026-03-15T20:10:00.000-04:00,TRUE,prizepicks:gary payton:points:6.5:over:game,Gary Payton - Points - 6.5,,,0.95
NBA,prizepicks-10597680-rebounds-6.5,Mitchell Robinson,NYK,GSW,rebounds,6.5,NBA,FanDuel,-245,178,0.6652754604814345,0.1652754604814345,0.1652754604814345,2026-03-15T20:05:55 ET,2026-03-15T20:10:00.000-04:00,TRUE,prizepicks:mitchell robinson:rebounds:6.5:over:game,Mitchell Robinson - Rebounds - 6.5,,,0.95
NBA,prizepicks-10603853-points-14.5,Precious Achiuwa,SAC,UTA,points,14.5,NBA,FanDuel,-225,164,0.656854733405876,0.15685473340587597,0.15685473340587597,2026-03-15T20:05:55 ET,2026-03-15T22:10:00.000-04:00,TRUE,prizepicks:precious achiuwa:points:14.5:over:game,Precious Achiuwa - Points - 14.5,,,0.95
NBA,prizepicks-10603828-points-14.5,Maxime Raynaud,SAC,UTA,points,14.5,NBA,FanDuel,-210,162,0.6501186933271331,0.15011869332713312,0.15011869332713312,2026-03-15T20:05:55 ET,2026-03-15T22:10:00.000-04:00,TRUE,prizepicks:maxime raynaud:points:14.5:over:game,Maxime Raynaud - Points - 14.5,,,0.95
NBA,prizepicks-10610678-points-7.5,Landry Shamet,NYK,GSW,points,7.5,NBA,FanDuel,-240,174,0.6486820368885327,0.14868203688853265,0.14868203688853265,2026-03-15T20:05:55 ET,2026-03-15T20:10:00.000-04:00,TRUE,prizepicks:landry shamet:points:7.5:over:game,Landry Shamet - Points - 7.5,,,0.95
NBA,prizepicks-10604841-points-10.5,Cody Williams,UTA,SAC,points,10.5,NBA,FanDuel,-205,152,0.6452731256085685,0.14527312560856853,0.14527312560856853,2026-03-15T20:05:55 ET,2026-03-15T22:10:00.000-04:00,TRUE,prizepicks:cody williams:points:10.5:over:game,Cody Williams - Points - 10.5,,,0.95
