Sport,site,flexType,cardEv,winProbCash,winProbAny,avgProb,avgEdgePct,leg1Id,leg2Id,leg3Id,leg4Id,leg5Id,leg6Id,kellyRawFraction,kellyCappedFraction,kellyFinalFraction,kellyStake,kellyRiskAdjustment,efficiencyScore,portfolioRank,runTimestamp
NBA,PP,6F,0.28273344400888467,0.18926078090456072,0.48189280466275164,0.5697617994974892,6.976179949748916,prizepicks-10262619-assists-4,prizepicks-10268358-pra-15.5,prizepicks-10273470-rebounds-4,prizepicks-10268845-points_assists-14.5,prizepicks-10273683-rebounds_assists-5,prizepicks-10273468-rebounds-4,0.013835568633653246,0.013835568633653246,0.006917784316826623,5.188338237619967,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.2811544975228806,0.30574564462255716,0.6501273575531956,0.5815348523429398,8.15348523429397,prizepicks-10265373-rebounds-5.5,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10268481-steals-0.5,prizepicks-10273683-rebounds_assists-5,,0.04674079064436663,0.04674079064436663,0.023370395322183313,17.527796491637485,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2804776687346455,0.18898881937351325,0.48148197425331407,0.5695803639930964,6.958036399309632,prizepicks-10273470-rebounds-4,prizepicks-10265373-rebounds-5.5,prizepicks-10273468-rebounds-4,prizepicks-10268845-points_assists-14.5,prizepicks-10273683-rebounds_assists-5,prizepicks-10262619-assists-4,0.013759791939572214,0.013759791939572214,0.006879895969786107,5.159921977339581,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.27935103175630527,0.18885293441302115,0.4812765781312582,0.5694568915647582,6.945689156475813,prizepicks-10262619-assists-4,prizepicks-10268845-points_assists-14.5,prizepicks-10260527-rebounds-5,prizepicks-10273683-rebounds_assists-5,prizepicks-10268481-steals-0.5,prizepicks-10278810-pra-13.5,0.013708126713681424,0.013708126713681424,0.006854063356840712,5.140547517630534,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.27911343773313946,0.06395567188665698,0.06395567188665698,0.5770283587843241,7.702835878432417,prizepicks-10260600-rebounds-5,prizepicks-10268481-steals-0.5,prizepicks-10273468-rebounds-4,prizepicks-10260527-rebounds-5,prizepicks-10251823-rebounds_assists-9,,0.011666342231716448,0.011666342231716448,0.005833171115858224,4.374878336893668,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.27911343773313946,0.06395567188665698,0.06395567188665698,0.5770283587843241,7.702835878432417,prizepicks-10260527-rebounds-5,prizepicks-10273491-assists-4,prizepicks-10273468-rebounds-4,prizepicks-10260600-rebounds-5,prizepicks-10268481-steals-0.5,,0.011666342231716448,0.011666342231716448,0.005833171115858224,4.374878336893668,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.27911343773313946,0.06395567188665698,0.06395567188665698,0.5770283587843241,7.702835878432417,prizepicks-10273491-assists-4,prizepicks-10262619-assists-4,prizepicks-10260600-rebounds-5,prizepicks-10273468-rebounds-4,prizepicks-10268481-steals-0.5,,0.011666342231716448,0.011666342231716448,0.005833171115858224,4.374878336893668,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.27878093349329935,0.3052521125679364,0.6495942436253437,0.581196091988381,8.1196091988381,prizepicks-10273468-rebounds-4,prizepicks-10273470-rebounds-4,prizepicks-10268845-points_assists-14.5,prizepicks-10273683-rebounds_assists-5,prizepicks-10268481-steals-0.5,,0.04640311981540929,0.04640311981540929,0.023201559907704644,17.401169930778483,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2771002566009033,0.1885813560724674,0.4808658242543415,0.5693312600069892,6.933126000698915,prizepicks-10273683-rebounds_assists-5,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10278810-pra-13.5,prizepicks-10260527-rebounds-5,0.013655477339138952,0.013655477339138952,0.006827738669569476,5.120804002177107,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2771002566009033,0.1885813560724674,0.4808658242543415,0.5693065223693389,6.930652236933891,prizepicks-10273468-rebounds-4,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10273683-rebounds_assists-5,prizepicks-10265373-rebounds-5.5,prizepicks-10278810-pra-13.5,prizepicks-10268481-steals-0.5,0.013645100744279404,0.013645100744279404,0.006822550372139702,5.116912779104776,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.2766691693204655,0.03404451118187908,0.03404451118187908,0.5692644338001701,6.926443380017012,prizepicks-10260600-rebounds-5,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10251823-rebounds_assists-9,prizepicks-10262619-assists-4,prizepicks-10268358-pra-15.5,0.005974469536289722,0.005974469536289722,0.002987234768144861,2.240426076108646,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2759761174180382,0.1884456626805005,0.4806604665801948,0.5692010165183864,6.920101651838639,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10262619-assists-4,prizepicks-10251823-rebounds_assists-9,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10260600-rebounds-5,0.013600809113504407,0.013600809113504407,0.006800404556752204,5.100303417564152,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2759761174180382,0.1884456626805005,0.4806604665801948,0.5692396961625198,6.923969616251989,prizepicks-10260600-rebounds-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10268481-steals-0.5,prizepicks-10268358-pra-15.5,prizepicks-10273468-rebounds-4,prizepicks-10265373-rebounds-5.5,0.013617053614526553,0.013617053614526553,0.006808526807263277,5.106395105447458,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.2753242453758036,0.03400864654335476,0.03400864654335476,0.5692426907198342,6.924269071983424,prizepicks-10260527-rebounds-5,prizepicks-10262619-assists-4,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10273491-assists-4,prizepicks-10268481-steals-0.5,prizepicks-10268358-pra-15.5,0.0059694633431418296,0.0059694633431418296,0.0029847316715709148,2.2385487536781863,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.2739805023283648,0.03397281339542306,0.03397281339542306,0.5690727594630126,6.907275946301255,prizepicks-10260527-rebounds-5,prizepicks-10262619-assists-4,prizepicks-10251823-rebounds_assists-9,prizepicks-10260600-rebounds-5,prizepicks-10273683-rebounds_assists-5,prizepicks-10273470-rebounds-4,0.0059302952506130515,0.0059302952506130515,0.0029651476253065258,2.2238607189798945,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,3P,0.27281168806400036,0.21213528134400006,0.21213528134400006,0.596382828861989,9.638282886198905,prizepicks-10268481-steals-0.5,prizepicks-10273468-rebounds-4,prizepicks-10273470-rebounds-4,,,,0.04532609295305871,0.04532609295305871,0.022663046476529353,16.997284857397016,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.272476751418,0.0636238375709,0.0636238375709,0.5763552469288138,7.635524692881379,prizepicks-10268481-steals-0.5,prizepicks-10273468-rebounds-4,prizepicks-10260600-rebounds-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10273683-rebounds_assists-5,,0.011417432429288703,0.011417432429288703,0.005708716214644352,4.281537160983264,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.272476751418,0.0636238375709,0.0636238375709,0.5763552469288139,7.635524692881379,prizepicks-10273491-assists-4,prizepicks-10273468-rebounds-4,prizepicks-10268481-steals-0.5,prizepicks-10273683-rebounds_assists-5,prizepicks-10260600-rebounds-5,,0.011417432429288747,0.011417432429288747,0.005708716214644373,4.28153716098328,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.2702706549457823,0.06351353274728912,0.06351353274728912,0.5762172185304602,7.621721853046011,prizepicks-10273491-assists-4,prizepicks-10260527-rebounds-5,prizepicks-10273683-rebounds_assists-5,prizepicks-10268481-steals-0.5,prizepicks-10262619-assists-4,,0.011366206256750853,0.011366206256750853,0.005683103128375427,4.26232734628157,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.2693206271999995,0.3032820927999999,0.6474596607999998,0.5800181221023232,8.00181221023232,prizepicks-10268481-steals-0.5,prizepicks-10273468-rebounds-4,prizepicks-10273470-rebounds-4,prizepicks-10268358-pra-15.5,prizepicks-10273491-assists-4,,0.04522111740539846,0.04522111740539846,0.02261055870269923,16.957919027024424,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.26861732252448456,0.033829795267319586,0.033829795267319586,0.5687035072539114,6.870350725391148,prizepicks-10273491-assists-4,prizepicks-10260600-rebounds-5,prizepicks-10273470-rebounds-4,prizepicks-10273683-rebounds_assists-5,prizepicks-10273468-rebounds-4,prizepicks-10268358-pra-15.5,0.005844923794569298,0.005844923794569298,0.002922461897284649,2.1918464229634864,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.2685347156707052,0.3031182215970553,0.6472816262318163,0.5799420213641826,7.994202136418272,prizepicks-10251823-rebounds_assists-9,prizepicks-10268481-steals-0.5,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10273468-rebounds-4,prizepicks-10273470-rebounds-4,,0.04514433539491123,0.04514433539491123,0.022572167697455615,16.929125773091712,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.2685347156707052,0.3031182215970553,0.6472816262318163,0.5799420213641826,7.994202136418272,prizepicks-10273491-assists-4,prizepicks-10268481-steals-0.5,prizepicks-10273468-rebounds-4,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10273470-rebounds-4,,0.04514433539491123,0.04514433539491123,0.022572167697455615,16.929125773091712,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.26774918003445336,0.3029543961556374,0.6471035683057318,0.5798003994970518,7.98003994970518,prizepicks-10265373-rebounds-5.5,prizepicks-10273491-assists-4,prizepicks-10273470-rebounds-4,prizepicks-10268481-steals-0.5,prizepicks-10273468-rebounds-4,,0.045001308901561024,0.045001308901561024,0.022500654450780512,16.875490838085383,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.267279471527218,0.03379411924072581,0.03379411924072581,0.5685884835886168,6.858848358861675,prizepicks-10273468-rebounds-4,prizepicks-10262619-assists-4,prizepicks-10268358-pra-15.5,prizepicks-10260527-rebounds-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10273683-rebounds_assists-5,0.005818256918608596,0.005818256918608596,0.002909128459304298,2.1818463444782235,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.267279471527218,0.03379411924072581,0.03379411924072581,0.5685884835886168,6.858848358861675,prizepicks-10251823-rebounds_assists-9,prizepicks-10268358-pra-15.5,prizepicks-10273683-rebounds_assists-5,prizepicks-10262619-assists-4,prizepicks-10260527-rebounds-5,prizepicks-10273470-rebounds-4,0.005818256918608596,0.005818256918608596,0.002909128459304298,2.1818463444782235,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.26594279645585517,0.03375847457215614,0.03375847457215614,0.568525066306833,6.852506630683301,prizepicks-10262619-assists-4,prizepicks-10260527-rebounds-5,prizepicks-10273491-assists-4,prizepicks-10273683-rebounds_assists-5,prizepicks-10273470-rebounds-4,prizepicks-10263717-rebounds_assists-8.5,0.00580353944115597,0.00580353944115597,0.002901769720577985,2.176327290433489,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.26478038040531504,0.18709223919903795,0.4786076058058132,0.5682397714540531,6.823977145405307,prizepicks-10273683-rebounds_assists-5,prizepicks-10268845-points_assists-14.5,prizepicks-10273491-assists-4,prizepicks-10273470-rebounds-4,prizepicks-10260600-rebounds-5,prizepicks-10273468-rebounds-4,0.01319461016373511,0.01319461016373511,0.006597305081867555,4.947978811400666,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.26461079376982655,0.302299552227241,0.6463911035765666,0.5794359234857225,7.9435923485722455,prizepicks-10268481-steals-0.5,prizepicks-10273468-rebounds-4,prizepicks-10260600-rebounds-5,prizepicks-10260527-rebounds-5,prizepicks-10262619-assists-4,,0.044632397493217985,0.044632397493217985,0.022316198746608992,16.737149059956746,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.2636707177904536,0.06318353588952268,0.06318353588952268,0.5755860784394476,7.558607843944771,prizepicks-10273683-rebounds_assists-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10260527-rebounds-5,,0.011131166543690459,0.011131166543690459,0.005565583271845229,4.174187453883922,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.2636707177904536,0.06318353588952268,0.06318353588952268,0.5755860784394476,7.558607843944771,prizepicks-10260527-rebounds-5,prizepicks-10273683-rebounds_assists-5,prizepicks-10273470-rebounds-4,prizepicks-10273491-assists-4,prizepicks-10273468-rebounds-4,,0.011131166543690459,0.011131166543690459,0.005565583271845229,4.174187453883922,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.26366536115812145,0.18695724776108907,0.47840239221119485,0.5681247477887583,6.812474778875832,prizepicks-10273683-rebounds_assists-5,prizepicks-10260527-rebounds-5,prizepicks-10273470-rebounds-4,prizepicks-10262619-assists-4,prizepicks-10251823-rebounds_assists-9,prizepicks-10268845-points_assists-14.5,0.013145680171845812,0.013145680171845812,0.006572840085922906,4.929630064442179,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.26366536115812145,0.18695724776108907,0.47840239221119485,0.568134986621523,6.813498662152306,prizepicks-10260527-rebounds-5,prizepicks-10265373-rebounds-5.5,prizepicks-10273470-rebounds-4,prizepicks-10268845-points_assists-14.5,prizepicks-10273468-rebounds-4,prizepicks-10273491-assists-4,0.013150038496692665,0.013150038496692665,0.006575019248346333,4.93126443625975,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2625511679915453,0.18682232010047484,0.47819719195623417,0.5680425805021585,6.804258050215848,prizepicks-10273491-assists-4,prizepicks-10268358-pra-15.5,prizepicks-10268481-steals-0.5,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10278810-pra-13.5,prizepicks-10273470-rebounds-4,0.013110684351677438,0.013110684351677438,0.006555342175838719,4.916506631879039,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2614378004058686,0.1866874562110096,0.47799200508113526,0.5678611449977656,6.786114499776565,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10278810-pra-13.5,prizepicks-10268481-steals-0.5,prizepicks-10265373-rebounds-5.5,prizepicks-10251823-rebounds_assists-9,prizepicks-10273468-rebounds-4,0.0130332832029954,0.0130332832029954,0.0065166416014977,4.887481201123275,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.26069625263892915,0.3014820282798793,0.6455000004386002,0.5788547924364476,7.885479243644748,prizepicks-10268481-steals-0.5,prizepicks-10260527-rebounds-5,prizepicks-10273468-rebounds-4,prizepicks-10262619-assists-4,prizepicks-10268358-pra-15.5,,0.04404173836673507,0.04404173836673507,0.022020869183367535,16.51565188752565,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.26069625263892915,0.3014820282798793,0.6455000004386002,0.5788547924364476,7.885479243644748,prizepicks-10268481-steals-0.5,prizepicks-10273470-rebounds-4,prizepicks-10268358-pra-15.5,prizepicks-10260527-rebounds-5,prizepicks-10262619-assists-4,,0.04404173836673507,0.04404173836673507,0.022020869183367535,16.51565188752565,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25991446864950274,0.30131866106229216,0.6453217104582097,0.5787628116302121,7.876281163021208,prizepicks-10273468-rebounds-4,prizepicks-10260527-rebounds-5,prizepicks-10273683-rebounds_assists-5,prizepicks-10268481-steals-0.5,prizepicks-10260600-rebounds-5,,0.04394797145234933,0.04394797145234933,0.021973985726174664,16.480489294631,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25991446864950274,0.30131866106229216,0.6453217104582097,0.5787786916983071,7.877869169830701,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10268481-steals-0.5,prizepicks-10260527-rebounds-5,prizepicks-10262619-assists-4,prizepicks-10273470-rebounds-4,,0.04396416532638334,0.04396416532638334,0.02198208266319167,16.486561997393753,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25991446864950274,0.30131866106229216,0.6453217104582097,0.5787628116302121,7.876281163021208,prizepicks-10273470-rebounds-4,prizepicks-10268481-steals-0.5,prizepicks-10260600-rebounds-5,prizepicks-10273683-rebounds_assists-5,prizepicks-10262619-assists-4,,0.04394797145234933,0.04394797145234933,0.021973985726174664,16.480489294631,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25991446864950274,0.30131866106229216,0.6453217104582097,0.5787750982295298,7.877509822952977,prizepicks-10268481-steals-0.5,prizepicks-10265373-rebounds-5.5,prizepicks-10273468-rebounds-4,prizepicks-10260600-rebounds-5,prizepicks-10273470-rebounds-4,,0.043960501045998863,0.043960501045998863,0.021980250522999432,16.485187892249574,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.25921353997950347,0.18641791972069682,0.47758167163127996,0.5677340658656818,6.773406586568171,prizepicks-10273683-rebounds_assists-5,prizepicks-10262619-assists-4,prizepicks-10268358-pra-15.5,prizepicks-10260527-rebounds-5,prizepicks-10260600-rebounds-5,prizepicks-10273470-rebounds-4,0.012978967168740634,0.012978967168740634,0.006489483584370317,4.867112688277738,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.25921353997950347,0.18641791972069682,0.47758167163127996,0.5676808874166627,6.768088741666273,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10260600-rebounds-5,prizepicks-10262619-assists-4,prizepicks-10265373-rebounds-5.5,0.012956212327180671,0.012956212327180671,0.006478106163590336,4.858579622692751,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2581026461405487,0.18628324710739189,0.4773765251368738,0.5676273820914393,6.76273820914393,prizepicks-10260527-rebounds-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10262619-assists-4,prizepicks-10273491-assists-4,prizepicks-10273470-rebounds-4,prizepicks-10260600-rebounds-5,0.01293330249582903,0.01293330249582903,0.006466651247914515,4.849988435935886,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2569925758859597,0.18614863824032107,0.47717139218302984,0.5674505876469262,6.745058764692622,prizepicks-10278810-pra-13.5,prizepicks-10268481-steals-0.5,prizepicks-10268845-points_assists-14.5,prizepicks-10260527-rebounds-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10273683-rebounds_assists-5,0.012857494900530989,0.012857494900530989,0.0064287474502654944,4.821560587699121,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2569925758859597,0.18614863824032107,0.47717139218302984,0.5674505876469262,6.745058764692622,prizepicks-10273683-rebounds_assists-5,prizepicks-10268481-steals-0.5,prizepicks-10260527-rebounds-5,prizepicks-10268845-points_assists-14.5,prizepicks-10278810-pra-13.5,prizepicks-10273491-assists-4,0.012857494900530989,0.012857494900530989,0.0064287474502654944,4.821560587699121,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2569925758859597,0.18614863824032107,0.47717139218302984,0.5674855641173412,6.74855641173412,prizepicks-10260527-rebounds-5,prizepicks-10273491-assists-4,prizepicks-10273470-rebounds-4,prizepicks-10268845-points_assists-14.5,prizepicks-10278810-pra-13.5,prizepicks-10273468-rebounds-4,0.012872505614242793,0.012872505614242793,0.006436252807121397,4.827189605341047,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.2566189274664963,0.033509838065773234,0.033509838065773234,0.5677840799581819,6.7784079958181875,prizepicks-10268481-steals-0.5,prizepicks-10251823-rebounds_assists-9,prizepicks-10260527-rebounds-5,prizepicks-10268358-pra-15.5,prizepicks-10260600-rebounds-5,prizepicks-10273491-assists-4,0.005630786019264473,0.005630786019264473,0.0028153930096322367,2.1115447572241774,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25601116261508405,0.300502513436261,0.6444299153191679,0.5782983094766173,7.829830947661738,prizepicks-10268481-steals-0.5,prizepicks-10260527-rebounds-5,prizepicks-10262619-assists-4,prizepicks-10273468-rebounds-4,prizepicks-10268845-points_assists-14.5,,0.043473282855901865,0.043473282855901865,0.021736641427950933,16.3024810709632,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25601116261508405,0.300502513436261,0.6444299153191679,0.5782983094766174,7.829830947661738,prizepicks-10268845-points_assists-14.5,prizepicks-10260527-rebounds-5,prizepicks-10273470-rebounds-4,prizepicks-10262619-assists-4,prizepicks-10268481-steals-0.5,,0.04347328285590198,0.04347328285590198,0.02173664142795099,16.302481070963243,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25601116261508405,0.300502513436261,0.6444299153191679,0.5783355890473858,7.833558904738572,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10268358-pra-15.5,prizepicks-10268481-steals-0.5,,0.043511452007995687,0.043511452007995687,0.021755726003997843,16.316794502998384,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25523162326602034,0.3003394216797835,0.644251487438393,0.5781816805809371,7.818168058093711,prizepicks-10273470-rebounds-4,prizepicks-10260527-rebounds-5,prizepicks-10268358-pra-15.5,prizepicks-10268481-steals-0.5,prizepicks-10273683-rebounds_assists-5,,0.04335378949884998,0.04335378949884998,0.02167689474942499,16.25767106206874,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25523162326602034,0.3003394216797835,0.644251487438393,0.578181680580937,7.818168058093711,prizepicks-10268481-steals-0.5,prizepicks-10262619-assists-4,prizepicks-10273683-rebounds_assists-5,prizepicks-10268358-pra-15.5,prizepicks-10273468-rebounds-4,,0.04335378949884989,0.04335378949884989,0.021676894749424944,16.25767106206871,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2547749041359313,0.18587961171977846,0.47676116705760224,0.5673203441583236,6.732034415832346,prizepicks-10251823-rebounds_assists-9,prizepicks-10268845-points_assists-14.5,prizepicks-10268481-steals-0.5,prizepicks-10260600-rebounds-5,prizepicks-10273491-assists-4,prizepicks-10260527-rebounds-5,0.012801541586171432,0.012801541586171432,0.006400770793085716,4.800578094814287,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.25445245756147306,0.3001763758715911,0.6440730366714723,0.5780536600518461,7.805366005184619,prizepicks-10273491-assists-4,prizepicks-10268481-steals-0.5,prizepicks-10262619-assists-4,prizepicks-10273470-rebounds-4,prizepicks-10251823-rebounds_assists-9,,0.04322248249497282,0.04322248249497282,0.02161124124748641,16.208430935614807,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.2536736653694718,0.3000133760225279,0.6438945630462081,0.577993643140846,7.799364314084601,prizepicks-10260527-rebounds-5,prizepicks-10273470-rebounds-4,prizepicks-10273683-rebounds_assists-5,prizepicks-10262619-assists-4,prizepicks-10273468-rebounds-4,,0.04316087354333963,0.04316087354333963,0.021580436771669816,16.18532757875236,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.2536736653694718,0.3000133760225279,0.6438945630462081,0.5779639579756657,7.796395797566571,prizepicks-10265373-rebounds-5.5,prizepicks-10268481-steals-0.5,prizepicks-10273470-rebounds-4,prizepicks-10273683-rebounds_assists-5,prizepicks-10260527-rebounds-5,,0.043130388813144606,0.043130388813144606,0.021565194406572303,16.173895804929227,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.25273180583197163,0.06263659029159858,0.06263659029159858,0.5746207940829258,7.462079408292588,prizepicks-10268481-steals-0.5,prizepicks-10273468-rebounds-4,prizepicks-10260600-rebounds-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10273491-assists-4,,0.010769110792079201,0.010769110792079201,0.0053845553960396005,4.0384165470297,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.25273180583197163,0.06263659029159858,0.06263659029159858,0.5745607771719257,7.456077717192569,prizepicks-10260527-rebounds-5,prizepicks-10273683-rebounds_assists-5,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10260600-rebounds-5,,0.010746496080025725,0.010746496080025725,0.0053732480400128626,4.0299360300096465,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5F,0.2521172009953738,0.29968751424508516,0.6435375473318802,0.5777791060875556,7.77791060875556,prizepicks-10268481-steals-0.5,prizepicks-10268845-points_assists-14.5,prizepicks-10273470-rebounds-4,prizepicks-10273468-rebounds-4,prizepicks-10263717-rebounds_assists-8.5,,0.04294037723782935,0.04294037723782935,0.021470188618914674,16.102641464186007,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,5P,0.2516420948629683,0.06258210474314842,0.06258210474314842,0.5744827656845721,7.44827656845722,prizepicks-10262619-assists-4,prizepicks-10260527-rebounds-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10273491-assists-4,prizepicks-10268481-steals-0.5,,0.010717082661922143,0.010717082661922143,0.005358541330961072,4.018905998220804,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.2503494217279636,0.18534232335640924,0.4759408810591645,0.5668793347763864,6.6879334776386345,prizepicks-10268845-points_assists-14.5,prizepicks-10263717-rebounds_assists-8.5,prizepicks-10268481-steals-0.5,prizepicks-10268358-pra-15.5,prizepicks-10262619-assists-4,prizepicks-10273683-rebounds_assists-5,0.01261140946503483,0.01261140946503483,0.006305704732517415,4.729278549388061,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6P,0.2486726540842168,0.03329793744224578,0.03329793744224578,0.5671863727095022,6.718637270950217,prizepicks-10262619-assists-4,prizepicks-10273468-rebounds-4,prizepicks-10273683-rebounds_assists-5,prizepicks-10260527-rebounds-5,prizepicks-10268358-pra-15.5,prizepicks-10263717-rebounds_assists-8.5,0.005490368685180017,0.005490368685180017,0.0027451843425900084,2.0588882569425064,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.24814160311017708,0.18507406141200805,0.47553082082766773,0.5666754602557437,6.667546025574368,prizepicks-10268481-steals-0.5,prizepicks-10273683-rebounds_assists-5,prizepicks-10251823-rebounds_assists-9,prizepicks-10268358-pra-15.5,prizepicks-10273491-assists-4,prizepicks-10263717-rebounds_assists-8.5,0.012523161035095213,0.012523161035095213,0.006261580517547606,4.696185388160705,HALF_KELLY,,,2026-03-03T16:41:59 ET
NBA,PP,6F,0.24814160311017708,0.18507406141200805,0.47553082082766773,0.5666728205958541,6.667282059585404,prizepicks-10260527-rebounds-5,prizepicks-10268845-points_assists-14.5,prizepicks-10278810-pra-13.5,prizepicks-10268481-steals-0.5,prizepicks-10268358-pra-15.5,prizepicks-10262619-assists-4,0.012522016976123708,0.012522016976123708,0.006261008488061854,4.695756366046391,HALF_KELLY,,,2026-03-03T16:41:59 ET
