Sport,id,player,team,stat,line,league,book,overOdds,underOdds,trueProb,edge,legEv,runTimestamp,gameTime,IsWithin24h,IsNonStandardOdds,leg_key,leg_label
NBA,underdog-054658de-fa3a-4f49-b05e-26b48772a8be-points-18.5,LeBron James,LAL,points,18.5,NBA,FanDuel,-113,-113,0.5099312080305161,0.009931208030516059,0.009931208030516059,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,TRUE,underdog:lebron james:points:18.5:over:game,LeBron James - Points - 18.5
NBA,underdog-355d4760-5d5e-48b4-b6ea-e66be9ecca21-points-28.5,Nikola Jokic,DEN,points,28.5,NBA,FanDuel,-118,-108,0.5078911360270083,0.007891136027008305,0.007891136027008305,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,TRUE,underdog:nikola jokic:points:28.5:over:game,Nikola Jokic - Points - 28.5
NBA,underdog-2495ea75-f38a-490d-a6a5-f3d6b2a2f631-points-15.5,Austin Reaves,LAL,points,15.5,NBA,FanDuel,-420,280,0.7542533081285445,0.2542533081285445,0.2542533081285445,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,TRUE,underdog:austin reaves:points:15.5:over:game,Austin Reaves - Points - 15.5
NBA,underdog-5fff6f10-aba6-4e59-b882-c3efb0316aca-points-18.5,Jamal Murray,DEN,points,18.5,NBA,FanDuel,-550,350,0.792,0.29200000000000004,0.29200000000000004,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,TRUE,underdog:jamal murray:points:18.5:over:game,Jamal Murray - Points - 18.5
NBA,underdog-24c2cef5-8a60-40a0-abe2-b526e24fb925-points-15.5,Aaron Gordon,DEN,points,15.5,NBA,FanDuel,-130,-102,0.5193738312053718,0.01937383120537184,0.01937383120537184,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,FALSE,underdog:aaron gordon:points:15.5:over:game,Aaron Gordon - Points - 15.5
NBA,underdog-5df2921b-d09c-49b2-9232-975deb75fd05-points-4.5,Marcus Smart,LAL,points,4.5,NBA,FanDuel,-420,280,0.7542533081285445,0.2542533081285445,0.2542533081285445,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,TRUE,underdog:marcus smart:points:4.5:over:game,Marcus Smart - Points - 4.5
NBA,underdog-5ee515b3-190b-42b1-a8cf-b06e015bb2e3-points-11.5,Christian Braun,DEN,points,11.5,NBA,FanDuel,-115,-111,0.5087638073762483,0.008763807376248267,0.008763807376248267,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,TRUE,underdog:christian braun:points:11.5:over:game,Christian Braun - Points - 11.5
NBA,underdog-35493e5f-31e9-435d-aafb-1e8c5aa0e6f9-points-7.5,Luke Kennard,LAL,points,7.5,NBA,FanDuel,-113,-113,0.5075932746172016,0.007593274617201606,0.007593274617201606,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,FALSE,underdog:luke kennard:points:7.5:over:game,Luke Kennard - Points - 7.5
NBA,underdog-67afe642-ef7b-4529-9ede-035815887f27-points-10.5,Tim Hardaway Jr.,DEN,points,10.5,NBA,FanDuel,-122,-104,0.5090668606357759,0.009066860635775886,0.009066860635775886,2026-03-14T18:41:43 ET,2026-03-15T00:30:00Z,TRUE,TRUE,underdog:tim hardaway:points:10.5:over:game,Tim Hardaway Jr. - Points - 10.5
NBA,underdog-4f22efbd-190c-480a-be7f-982d4220ac3a-points-17.5,Darius Garland,LAC,points,17.5,NBA,FanDuel,-122,-108,0.5107510666986468,0.010751066698646783,0.010751066698646783,2026-03-14T18:41:43 ET,2026-03-15T02:30:00Z,TRUE,TRUE,underdog:darius garland:points:17.5:over:game,Darius Garland - Points - 17.5
NBA,underdog-d6992cdb-6ae9-4626-be83-cecdf4e9e49d-points-14.5,DeMar DeRozan,SAC,points,14.5,NBA,FanDuel,-360,260,0.7380410022779044,0.23804100227790437,0.23804100227790437,2026-03-14T18:41:43 ET,2026-03-15T02:30:00Z,TRUE,TRUE,underdog:demar derozan:points:14.5:over:game,DeMar DeRozan - Points - 14.5
NBA,underdog-b5a4f9c3-79bb-4d7e-b101-46e5ec716c21-points-4.5,Brook Lopez,LAC,points,4.5,NBA,FanDuel,-600,370,0.8011363636363636,0.30113636363636365,0.30113636363636365,2026-03-14T18:41:43 ET,2026-03-15T02:30:00Z,TRUE,TRUE,underdog:brook lopez:points:4.5:over:game,Brook Lopez - Points - 4.5
NBA,underdog-0bfc6b2c-b9d1-4a5b-b229-24a4e46a3fb4-points-11.5,John Collins,LAC,points,11.5,NBA,FanDuel,-132,100,0.5172313244428097,0.017231324442809726,0.017231324442809726,2026-03-14T18:41:43 ET,2026-03-15T02:30:00Z,TRUE,TRUE,underdog:john collins:points:11.5:over:game,John Collins - Points - 11.5
NBA,underdog-147aac31-378a-430a-ac0e-27e2d4f251c6-points-16.5,Russell Westbrook,SAC,points,16.5,NBA,FanDuel,-130,-102,0.5213285673295445,0.021328567329544468,0.021328567329544468,2026-03-14T18:41:43 ET,2026-03-15T02:30:00Z,TRUE,TRUE,underdog:russell westbrook:points:16.5:over:game,Russell Westbrook - Points - 16.5
NBA,underdog-cd1c00dc-5cb5-4d8d-a5dd-7e0dea8d593a-points-13.5,Maxime Raynaud,SAC,points,13.5,NBA,FanDuel,-132,100,0.5279047100634949,0.02790471006349493,0.02790471006349493,2026-03-14T18:41:43 ET,2026-03-15T02:30:00Z,TRUE,TRUE,underdog:maxime raynaud:points:13.5:over:game,Maxime Raynaud - Points - 13.5
NBA,underdog-b88a8252-a2c5-4959-82ec-b39e47dc11d5-points-12.5,Nique Clifford,SAC,points,12.5,NBA,FanDuel,-120,-110,0.506920670975529,0.006920670975528953,0.006920670975528953,2026-03-14T18:41:43 ET,2026-03-15T02:30:00Z,TRUE,FALSE,underdog:nique clifford:points:12.5:over:game,Nique Clifford - Points - 12.5
NBA,underdog-4745c69c-3191-4d23-b7b6-5eda5dbd6b6d-assists-1.5,Maxime Raynaud,SAC,assists,1.5,NBA,DraftKings,-123,-107,0.5102009494947309,0.010200949494730938,0.010200949494730938,2026-03-14T18:41:43 ET,2026-03-15T02:30:00Z,TRUE,TRUE,underdog:maxime raynaud:assists:1.5:over:game,Maxime Raynaud - Assists - 1.5
